frame, fps, time
905, 96.8523, 8.585735
906, 93.03191, 8.596484
907, 98.61933, 8.606625
908, 96.47853, 8.616989
909, 94.92169, 8.627524
910, 95.07511, 8.638042
911, 95.78544, 8.648482
912, 97.05911, 8.658785
913, 98.17397, 8.668971
914, 89.1504, 8.680188
915, 98.91197, 8.690298
916, 93.17059, 8.701031
917, 112.4227, 8.709926
918, 94.70594, 8.720485
919, 103.9285, 8.730106
920, 107.0893, 8.739445
921, 106.2925, 8.748853
922, 94.43762, 8.759441
923, 101.7812, 8.769266
924, 95.95087, 8.779688
925, 108.885, 8.788872
926, 96.8523, 8.799197
927, 99.06876, 8.809291
928, 96.302, 8.819674
929, 104.6135, 8.829233
930, 97.40892, 8.839499
931, 90.67005, 8.850529
932, 103.3378, 8.860206
933, 97.39944, 8.870473
934, 95.15653, 8.880981
935, 90.6865, 8.892009
936, 119.076, 8.900407
937, 87.8503, 8.91179
938, 95.85889, 8.922222
939, 100.4218, 8.93218
940, 94.6432, 8.942746
941, 98.01039, 8.95295
942, 107.6195, 8.962241
943, 87.57334, 8.97366
944, 107.1467, 8.982993
945, 104.9759, 8.992519
946, 98.32841, 9.002689
947, 101.9576, 9.012497
948, 96.90862, 9.022816
949, 74.29973, 9.036275
950, 94.27737, 9.046882
951, 115.9958, 9.055503
952, 96.7118, 9.065843
953, 80.59966, 9.07825
954, 109.0156, 9.087423
955, 87.48907, 9.098853
956, 98.03922, 9.109053
957, 89.1504, 9.12027
958, 98.34776, 9.130438
959, 99.62144, 9.140476
960, 88.96006, 9.151717
961, 97.7135, 9.161951
962, 91.25753, 9.172909
963, 103.9609, 9.182528
964, 84.60237, 9.194347
965, 80.0897, 9.206834
966, 112.4733, 9.215725
967, 97.19118, 9.226014
968, 93.19665, 9.236744
969, 82.6378, 9.248845
970, 108.5776, 9.258055
971, 87.54268, 9.269478
972, 87.57334, 9.280897
973, 93.94965, 9.291541
974, 96.20935, 9.301935
975, 92.19989, 9.312781
976, 88.26125, 9.324111
977, 88.45644, 9.335416
978, 95.89567, 9.345844
979, 91.03323, 9.35683
980, 95.06607, 9.367349
981, 91.65063, 9.37826
982, 99.0099, 9.38836
983, 84.62385, 9.400177
984, 92.42144, 9.410997
985, 83.04269, 9.423039
986, 114.0251, 9.431809
987, 88.93633, 9.443053
988, 99.35419, 9.453118
989, 89.11861, 9.464339
990, 93.44048, 9.475041
991, 103.8637, 9.48467
992, 92.19139, 9.495517
993, 96.68375, 9.505859
994, 77.43534, 9.518773
995, 115.7006, 9.527416
996, 91.41603, 9.538355
997, 87.41259, 9.549795
998, 104.3406, 9.55938
