frame, fps, time
865, 38.55645, 10.10019
866, 42.05568, 10.12396
867, 39.58358, 10.14923
868, 35.04222, 10.17776
869, 38.79578, 10.20354
870, 36.38216, 10.23102
871, 36.79176, 10.2582
872, 39.23107, 10.28369
873, 37.8129, 10.31014
874, 36.69859, 10.33739
875, 33.37227, 10.36736
876, 35.41077, 10.3956
877, 36.59786, 10.42292
878, 35.2485, 10.45129
879, 35.74237, 10.47927
880, 36.29501, 10.50682
881, 33.49074, 10.53668
882, 37.91901, 10.56305
883, 30.84896, 10.59547
884, 35.98676, 10.62325
885, 30.04086, 10.65654
886, 20.15479, 10.70616
887, 36.08415, 10.73387
888, 35.75387, 10.76184
889, 33.22921, 10.79193
890, 27.68626, 10.82805
891, 33.75641, 10.85768
892, 27.41078, 10.89416
893, 34.6909, 10.92299
894, 30.2197, 10.95608
895, 30.23797, 10.98915
896, 32.97392, 11.01947
897, 30.57169, 11.05218
898, 29.05879, 11.0866
899, 28.88921, 11.12121
900, 30.155, 11.15437
901, 28.15712, 11.18989
902, 29.82048, 11.22342
903, 30.52969, 11.25618
904, 28.92598, 11.29075
905, 29.67447, 11.32445
906, 28.92347, 11.35902
907, 28.80018, 11.39374
908, 27.38976, 11.43025
909, 27.85205, 11.46616
910, 27.81409, 11.50211
911, 24.4451, 11.54302
912, 18.70592, 11.59648
913, 20.51871, 11.64521
914, 22.66648, 11.68933
915, 24.97315, 11.72937
916, 20.90388, 11.77721
917, 20.25398, 11.82658
918, 21.28747, 11.87356
919, 21.82977, 11.91937
920, 21.61555, 11.96563
921, 22.29754, 12.01048
922, 22.02352, 12.05589
923, 21.49336, 12.10241
924, 21.78697, 12.14831
925, 22.18377, 12.19339
926, 22.34587, 12.23814
927, 22.14594, 12.2833
928, 22.25189, 12.32824
929, 22.47494, 12.37273
930, 23.31872, 12.41561
931, 23.07178, 12.45896
932, 23.2164, 12.50203
933, 24.67613, 12.54255
934, 23.59047, 12.58494
935, 24.82314, 12.62523
936, 24.37895, 12.66625
937, 25.29468, 12.70578
938, 25.15533, 12.74553
939, 25.33506, 12.78501
940, 25.81045, 12.82375
941, 25.12942, 12.86354
942, 25.56172, 12.90266
943, 25.72017, 12.94154
944, 25.69703, 12.98046
945, 25.1775, 13.02018
946, 26.41938, 13.05803
947, 24.33386, 13.09912
948, 25.44659, 13.13842
949, 26.47464, 13.17619
950, 25.0501, 13.21611
951, 25.70562, 13.25502
952, 28.82343, 13.28971
953, 27.38376, 13.32623
954, 27.10835, 13.36312
955, 28.92347, 13.39769
956, 28.22945, 13.43311
957, 26.87739, 13.47032
958, 29.05794, 13.50473
959, 30.10869, 13.53795
960, 29.33756, 13.57203
961, 30.33889, 13.60499
962, 28.62131, 13.63993
963, 30.46551, 13.67276
964, 29.44901, 13.70671
965, 30.85277, 13.73912
966, 30.92815, 13.77146
967, 31.10613, 13.80361
968, 31.31655, 13.83554
969, 29.08076, 13.86992
970, 33.27234, 13.89998
971, 32.02562, 13.9312
972, 33.21487, 13.96131
973, 32.62217, 13.99197
974, 34.29473, 14.02112
975, 33.6078, 14.05088
976, 33.82264, 14.08044
977, 35.35443, 14.10873
978, 34.42933, 14.13777
979, 32.67654, 14.16838
980, 35.71556, 14.19638
981, 36.63138, 14.22368
982, 33.00984, 14.25397
983, 35.00665, 14.28254
984, 36.59786, 14.30986
985, 35.58339, 14.33796
986, 32.59877, 14.36864
987, 34.15884, 14.39791
988, 37.00414, 14.42494
989, 38.89386, 14.45065
990, 40.10588, 14.47558
991, 38.4793, 14.50157
992, 43.60338, 14.5245
993, 45.23454, 14.54661
